metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Stock Price (Rs),,,,,80.7,22.0,37.0,63.4,77.25,130.55,128.41,100.42
EPS in Rs,-0.81,-0.35,-0.08,0.18,0.67,-0.12,-1.6,-1.1,1.45,1.87,2.48,2.87
Equity Capital (Rs Cr),776.0,778.0,781.0,786.0,789.0,790.0,790.0,791.0,792.0,792.0,792.0,792.0
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Shares Outstanding,776000000.0,778000000.0,781000000.0,786000000.0,789000000.0,790000000.0,790000000.0,791000000.0,792000000.0,792000000.0,792000000.0,792000000.0
Market Cap (Rs Cr),,,,,6367.23,1738.0,2923.0,5014.94,6118.2,10339.56,10170.07,7953.26
P/E ratio,,,,,120.45,-183.33,-23.12,-57.64,53.28,69.81,51.78,34.99
