metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),,,,,,,,,,,,515.1,592.0
EPS in Rs,,,,,,,,,17.8,19.46,13.68,14.95,
Equity Capital (Rs Cr),,,,,,,,,313.0,214.0,404.0,404.0,
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Shares Outstanding,,,,,,,,,313000000.0,214000000.0,404000000.0,404000000.0,
Market Cap (Rs Cr),,,,,,,,,,,,20810.04,23893.0
P/E ratio,,,,,,,,,,,,34.45,38.3
