metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),,,,,,,,,,,,409.6,421.0
EPS in Rs,,,,,,,,,1.73,12.07,,,
Equity Capital (Rs Cr),,,,,,,,,20.0,20.0,276.0,334.0,
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Shares Outstanding,,,,,,,,,20000000.0,20000000.0,276000000.0,334000000.0,
Market Cap (Rs Cr),,,,,,,,,,,,13680.64,14050.0
P/E ratio,,,,,,,,,,,,,34.4
