metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),1132.0,1534.3,2391.85,2613.4,3533.2,3988.45,7083.05,10292.55,6959.05,5740.5,6136.6,6368.5,6736.0
EPS in Rs,81.13,92.44,108.88,93.21,145.72,224.69,221.64,204.23,174.19,109.71,164.37,230.25,
Equity Capital (Rs Cr),30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,29.0,29.0,29.0,
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Shares Outstanding,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,29000000.0,29000000.0,29000000.0,
Market Cap (Rs Cr),3396.0,4602.9,7175.55,7840.2,10599.6,11965.35,21249.15,30877.65,20877.15,16647.45,17796.14,18468.65,19833.0
P/E ratio,13.95,16.6,21.97,28.04,24.25,17.75,31.96,50.4,39.95,52.32,37.33,27.66,24.9
