metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),69.86,99.34,87.12,173.0,266.79,229.55,585.39,891.5,762.82,1100.49,1621.84,1114.7,1721.0
EPS in Rs,3.74,8.83,8.15,9.12,13.06,14.21,15.04,21.73,22.72,26.14,24.29,46.33,
Equity Capital (Rs Cr),61.0,61.0,61.0,62.0,62.0,62.0,61.0,61.0,61.0,62.0,67.0,67.0,
Face Value (Rs),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
Shares Outstanding,305000000.0,305000000.0,305000000.0,310000000.0,310000000.0,310000000.0,305000000.0,305000000.0,305000000.0,310000000.0,335000000.0,335000000.0,
Market Cap (Rs Cr),2130.73,3029.87,2657.16,5363.0,8270.49,7116.05,17854.4,27190.75,23266.01,34115.19,54331.64,37342.45,76227.0
P/E ratio,18.68,11.25,10.69,18.97,20.43,16.15,38.92,41.03,33.57,42.1,66.77,24.06,39.8
