metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Stock Price (Rs),122.38,107.38,138.33,141.42,135.75,84.2,106.55,135.0,175.1,335.8,357.6,370.65
EPS in Rs,10.09,10.92,10.83,10.66,13.88,11.72,15.09,17.2,17.44,21.46,24.16,27.9
Equity Capital (Rs Cr),8245.0,8245.0,8245.0,8245.0,9895.0,9895.0,9697.0,9697.0,9697.0,9697.0,9697.0,9697.0
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Shares Outstanding,8245000000.0,8245000000.0,8245000000.0,8245000000.0,9895000000.0,9895000000.0,9697000000.0,9697000000.0,9697000000.0,9697000000.0,9697000000.0,9697000000.0
Market Cap (Rs Cr),100902.31,88534.81,114053.09,116600.79,134324.62,83315.9,103321.54,130909.5,169794.47,325625.26,346764.72,359419.3
P/E ratio,12.13,9.83,12.77,13.27,9.78,7.18,7.06,7.85,10.04,15.65,14.8,13.28
