metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),85.15,119.95,138.85,103.25,116.65,143.65,303.45,306.5,290.7,430.15,486.35,620.4,825.0
EPS in Rs,4.45,5.68,7.19,5.22,9.3,13.19,22.18,16.64,21.34,16.72,20.68,24.01,
Equity Capital (Rs Cr),20.0,22.0,23.0,25.0,25.0,25.0,25.0,25.0,24.0,24.0,24.0,25.0,
Face Value (Rs),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
Shares Outstanding,200000000.0,220000000.0,230000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,240000000.0,240000000.0,240000000.0,250000000.0,
Market Cap (Rs Cr),1703.0,2638.9,3193.55,2581.25,2916.25,3591.25,7586.25,7662.5,6976.8,10323.6,11672.4,15510.0,20435.0
P/E ratio,19.13,21.12,19.31,19.78,12.54,10.89,13.68,18.42,13.62,25.73,23.52,25.84,31.4
