metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),1562.75,1381.9,1446.05,1507.5,1617.8,968.5,1903.25,2151.35,1667.2,2491.7,1942.65,1254.6,1353.0
EPS in Rs,,,,,,,,,,47.13,124.42,127.92,
Equity Capital (Rs Cr),,,,,,,,,188.0,188.0,188.0,188.0,
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Shares Outstanding,,,,,,,,,188000000.0,188000000.0,188000000.0,188000000.0,
Market Cap (Rs Cr),,,,,,,,,31343.36,46843.96,36521.82,23586.48,25411.0
P/E ratio,,,,,,,,,,52.87,15.61,9.81,12.0
