metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),,,,367.05,238.7,105.2,199.4,113.85,133.65,329.75,421.1,362.95,357.0
EPS in Rs,336.16,3.28,4.27,17.93,15.72,-1.06,11.35,13.6,39.37,38.11,42.36,55.08,
Equity Capital (Rs Cr),430.0,430.0,430.0,439.0,877.0,877.0,877.0,877.0,877.0,877.0,877.0,877.0,
Face Value (Rs),5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
Shares Outstanding,860000000.0,860000000.0,860000000.0,878000000.0,1754000000.0,1754000000.0,1754000000.0,1754000000.0,1754000000.0,1754000000.0,1754000000.0,1754000000.0,
Market Cap (Rs Cr),,,,32226.99,41867.98,18452.08,34974.76,19969.29,23442.21,57838.15,73860.94,63661.43,62562.0
P/E ratio,,,,20.47,15.18,-99.25,17.57,8.37,3.39,8.65,9.94,6.59,6.47
