metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),192.88,244.3,294.85,326.05,337.6,274.85,411.3,503.7,479.8,497.2,651.65,735.95,871.0
EPS in Rs,4.45,5.51,6.19,6.31,8.63,7.91,9.08,9.48,10.07,11.44,12.57,13.57,
Equity Capital (Rs Cr),64.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,130.0,
Face Value (Rs),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
Shares Outstanding,640000000.0,1290000000.0,1290000000.0,1290000000.0,1290000000.0,1290000000.0,1290000000.0,1290000000.0,1290000000.0,1290000000.0,1290000000.0,1300000000.0,
Market Cap (Rs Cr),12344.32,31514.7,38035.65,42060.45,43550.4,35455.65,53057.7,64977.3,61894.2,64138.8,84062.85,95673.5,113044.0
P/E ratio,43.34,44.34,47.63,51.67,39.12,34.75,45.3,53.13,47.65,43.46,51.84,54.23,64.5
