metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),,,985.94,1070.46,686.2,134.3,310.51,312.12,425.01,629.85,881.5,755.05,992.0
EPS in Rs,,,,32.86,46.29,25.0,35.96,32.28,40.31,58.06,74.49,87.94,
Equity Capital (Rs Cr),,,,167.0,167.0,168.0,168.0,169.0,169.0,260.0,260.0,261.0,
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Shares Outstanding,,,,167000000.0,167000000.0,168000000.0,168000000.0,169000000.0,169000000.0,260000000.0,260000000.0,261000000.0,
Market Cap (Rs Cr),,,,17876.68,11459.54,2256.24,5216.57,5274.83,7182.67,16376.1,22919.0,19706.81,25864.0
P/E ratio,,,,32.58,14.82,5.37,8.63,9.67,10.54,10.85,11.83,8.59,11.3
