metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),391.6,339.1,462.75,942.3,1134.25,933.7,1558.05,2536.15,2514.9,3801.8,3063.35,3951.4,4170.0
EPS in Rs,9.19,7.6,8.01,12.73,15.82,16.91,10.96,24.48,36.61,39.38,37.59,57.14,
Equity Capital (Rs Cr),89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,
Face Value (Rs),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
Shares Outstanding,890000000.0,890000000.0,890000000.0,890000000.0,890000000.0,890000000.0,890000000.0,890000000.0,890000000.0,890000000.0,890000000.0,890000000.0,
Market Cap (Rs Cr),34852.4,30179.9,41184.75,83864.7,100948.25,83099.3,138666.45,225717.35,223826.1,338360.2,272638.15,351674.6,370207.0
P/E ratio,42.61,44.62,57.77,74.02,71.7,55.22,142.16,103.6,68.69,96.54,81.49,69.15,71.9
