metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),38750.65,38296.75,60954.45,72513.25,56296.95,58164.45,82259.45,65022.1,84047.2,133387.34,112677.75,128495.0,125450.0
EPS in Rs,,,5916.93,3504.33,2668.2,2665.82,3354.22,3011.15,1577.96,1813.04,4907.26,4407.54,
Equity Capital (Rs Cr),,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Shares Outstanding,,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,
Market Cap (Rs Cr),,15318.7,24381.78,29005.3,22518.78,23265.78,32903.78,26008.84,33618.88,53354.94,45071.1,51398.0,53205.0
P/E ratio,,,10.3,20.69,21.1,21.82,24.52,21.59,53.26,73.57,22.96,29.15,21.5
