metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),68.5,68.0,131.25,247.9,274.85,385.05,1656.5,2243.75,1842.6,2125.5,1983.6,1286.8,1699.0
EPS in Rs,5.06,5.39,7.37,5.79,12.73,44.8,56.88,78.2,62.47,59.45,51.12,40.36,
Equity Capital (Rs Cr),21.0,23.0,26.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,
Face Value (Rs),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
Shares Outstanding,105000000.0,115000000.0,130000000.0,135000000.0,135000000.0,135000000.0,135000000.0,135000000.0,135000000.0,135000000.0,135000000.0,135000000.0,
Market Cap (Rs Cr),719.25,782.0,1706.25,3346.65,3710.47,5198.18,22362.75,30290.62,24875.1,28694.25,26778.6,17371.8,23178.0
P/E ratio,13.54,12.62,17.81,42.82,21.59,8.59,29.12,28.69,29.5,35.75,38.8,31.88,41.4
