metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),44.47,40.33,62.62,67.35,51.05,17.1,34.75,70.45,109.03,242.82,518.75,531.45,553.0
EPS in Rs,5.77,7.94,2.44,6.66,7.73,11.22,13.53,17.84,42.1,43.28,38.57,27.8,
Equity Capital (Rs Cr),18.0,18.0,36.0,36.0,36.0,35.0,30.0,29.0,29.0,29.0,28.0,28.0,
Face Value (Rs),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
Shares Outstanding,180000000.0,180000000.0,360000000.0,360000000.0,360000000.0,350000000.0,300000000.0,290000000.0,290000000.0,290000000.0,280000000.0,280000000.0,
Market Cap (Rs Cr),800.46,725.94,2254.32,2424.6,1837.8,598.5,1042.5,2043.05,3161.87,7041.78,14525.0,14880.6,15677.0
P/E ratio,7.71,5.08,25.66,10.11,6.6,1.52,2.57,3.95,2.59,5.61,13.45,19.12,20.5
