metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),354.46,316.16,315.49,359.33,297.37,432.77,507.77,754.95,749.0,1228.6,1733.4,1782.4,1972.0
EPS in Rs,8.41,11.05,6.91,2.0,0.74,-55.06,-25.63,7.23,14.97,13.2,58.85,43.81,
Equity Capital (Rs Cr),1999.0,1999.0,1999.0,1999.0,1999.0,2728.0,2746.0,2795.0,2837.0,2877.0,2900.0,3047.0,
Face Value (Rs),5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
Shares Outstanding,3998000000.0,3998000000.0,3998000000.0,3998000000.0,3998000000.0,5456000000.0,5492000000.0,5590000000.0,5674000000.0,5754000000.0,5800000000.0,6094000000.0,
Market Cap (Rs Cr),141713.11,126400.77,126132.9,143660.13,118888.53,236119.31,278867.28,422017.05,424982.6,706936.44,1005372.0,1086194.56,1230536.0
P/E ratio,42.15,28.61,45.66,179.66,401.85,-7.86,-19.81,104.42,50.03,93.08,29.45,40.68,46.2
