metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),,,,,,,,438.15,391.3,636.6,1007.2,861.4,1344.0
EPS in Rs,,,,77.44,101.29,138.0,18.64,10.76,8.29,11.61,13.94,16.81,
Equity Capital (Rs Cr),,,,5.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,10.0,
Face Value (Rs),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
Shares Outstanding,,,,50000000.0,50000000.0,50000000.0,50000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,
Market Cap (Rs Cr),,,,,,,,4381.5,3913.0,6366.0,10072.0,8614.0,13847.0
P/E ratio,,,,,,,,40.72,47.2,54.83,72.25,51.24,80.0
