metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),,,,,,,,,,,53.05,22.8,44.6
EPS in Rs,,,,,,,-199230.0,-4.01,-7.53,-8.1,-5.16,-4.16,
Equity Capital (Rs Cr),,,,,,,0.01,1955.0,1955.0,1955.0,4411.0,4411.0,
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Shares Outstanding,,,,,,,10000.0,1955000000.0,1955000000.0,1955000000.0,4411000000.0,4411000000.0,
Market Cap (Rs Cr),,,,,,,,,,,23400.35,10057.08,19659.0
P/E ratio,,,,,,,,,,,-10.28,-5.48,
