metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Stock Price (Rs),,,,,,,,,,,,88.23
EPS in Rs,,,,,,,,,,,1.4,
Equity Capital (Rs Cr),,,,,,,,,,,0.05,1221.0
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Shares Outstanding,,,,,,,,,,,50000.0,1221000000.0
Market Cap (Rs Cr),,,,,,,,,,,,10772.88
P/E ratio,,,,,,,,,,,,
