metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),558.94,593.16,809.32,1046.74,826.86,474.21,1444.81,1657.41,1626.23,2287.3,2611.15,2557.7,3101.0
EPS in Rs,36.75,51.15,65.64,39.43,24.91,64.9,63.3,110.96,100.33,85.42,54.46,72.98,
Equity Capital (Rs Cr),92.0,93.0,93.0,131.0,132.0,132.0,132.0,132.0,132.0,133.0,136.0,136.0,
Face Value (Rs),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
Shares Outstanding,460000000.0,465000000.0,465000000.0,655000000.0,660000000.0,660000000.0,660000000.0,660000000.0,660000000.0,665000000.0,680000000.0,680000000.0,
Market Cap (Rs Cr),25711.24,27581.94,37633.38,68561.47,54572.76,31297.86,95357.46,109389.06,107331.18,152105.45,177558.2,173923.6,211018.0
P/E ratio,15.21,11.6,12.33,26.55,33.19,7.31,22.82,14.94,16.21,26.78,47.95,35.05,42.2
