metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),,,,,,,,,,,100.61,92.32,90.0
EPS in Rs,,,,,,,,,0.36,0.6,0.56,0.62,
Equity Capital (Rs Cr),,,,,,,,,4720.0,5720.0,8426.0,8426.0,
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Shares Outstanding,,,,,,,,,4720000000.0,5720000000.0,8426000000.0,8426000000.0,
Market Cap (Rs Cr),,,,,,,,,,,84773.99,77788.83,75862.0
P/E ratio,,,,,,,,,,,179.66,148.9,125.0
