metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),611.1,436.95,645.05,705.45,568.65,767.2,1296.5,2141.1,2755.45,2859.5,2750.65,3225.3,3528.0
EPS in Rs,,,,,,,,,,,61.45,55.16,
Equity Capital (Rs Cr),,,,,,,,,,,75.0,75.0,
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Shares Outstanding,,,,,,,,,,,75000000.0,75000000.0,
Market Cap (Rs Cr),,,,,,,,,,,20629.88,24189.75,26537.0
P/E ratio,,,,,,,,,,,44.76,58.47,64.0
