metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),265.55,249.9,277.35,328.4,410.95,450.05,540.5,536.2,544.9,523.15,506.5,410.45,421.0
EPS in Rs,6.07,7.11,7.25,7.69,8.17,8.18,9.58,9.84,9.64,10.4,9.97,10.68,
Equity Capital (Rs Cr),176.0,176.0,176.0,176.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,
Face Value (Rs),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
Shares Outstanding,1760000000.0,1760000000.0,1760000000.0,1760000000.0,1770000000.0,1770000000.0,1770000000.0,1770000000.0,1770000000.0,1770000000.0,1770000000.0,1770000000.0,
Market Cap (Rs Cr),46736.8,43982.4,48813.6,57798.4,72738.15,79658.85,95668.5,94907.4,96447.3,92597.55,89650.5,72649.65,74763.0
P/E ratio,43.75,35.15,38.26,42.7,50.3,55.02,56.42,54.49,56.52,50.3,50.8,38.43,37.7
