metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),124.2,145.71,201.75,213.92,270.29,414.96,637.5,583.08,484.75,573.05,500.2,410.0,496.0
EPS in Rs,2.27,3.18,4.07,3.95,4.24,5.64,6.17,7.14,7.37,10.02,10.12,9.66,
Equity Capital (Rs Cr),69.0,69.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,117.0,117.0,117.0,
Face Value (Rs),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
Shares Outstanding,690000000.0,690000000.0,970000000.0,970000000.0,970000000.0,970000000.0,970000000.0,970000000.0,970000000.0,1170000000.0,1170000000.0,1170000000.0,
Market Cap (Rs Cr),8569.8,10053.99,19569.75,20750.24,26218.13,40251.12,61837.5,56558.76,47020.75,67046.85,58523.4,47970.0,57851.0
P/E ratio,54.71,45.82,49.57,54.16,63.75,73.57,103.32,81.66,65.77,57.19,49.43,42.44,49.6
