metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),18.55,17.1,13.3,14.65,20.05,7.95,15.3,43.65,92.2,374.15,369.25,238.1,286.0
EPS in Rs,,,,,,,5.97,5.55,3.12,8.04,9.0,4.0,
Equity Capital (Rs Cr),,,,,,,387.0,387.0,387.0,412.0,424.0,427.0,
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Shares Outstanding,,,,,,,387000000.0,387000000.0,387000000.0,412000000.0,424000000.0,427000000.0,
Market Cap (Rs Cr),,,,,,,592.11,1689.26,3568.14,15414.98,15656.2,10166.87,12223.0
P/E ratio,,,,,,,2.56,7.86,29.55,46.54,41.03,59.52,66.7
