metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),,,494.55,479.85,684.3,135.5,207.55,130.2,141.1,240.3,173.53,289.75,348.0
EPS in Rs,,,11.91,15.05,20.1,9.83,8.85,-2.77,15.34,20.82,11.8,14.22,
Equity Capital (Rs Cr),,,375.0,420.0,427.0,509.0,598.0,600.0,600.0,605.0,608.0,618.0,
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Shares Outstanding,,,375000000.0,420000000.0,427000000.0,509000000.0,598000000.0,600000000.0,600000000.0,605000000.0,608000000.0,618000000.0,
Market Cap (Rs Cr),,,18545.62,20153.7,29219.61,6896.95,12411.49,7812.0,8466.0,14538.15,10550.62,17906.55,21571.0
P/E ratio,,,41.52,31.88,34.04,13.78,23.45,-47.0,9.2,11.54,14.71,20.38,24.5
