metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),305.25,321.35,465.75,487.85,760.55,480.45,1050.4,1152.55,1188.5,1515.0,1528.9,1190.6,1261.0
EPS in Rs,6.17,20.82,7.91,10.6,12.59,11.75,16.68,19.1,17.11,20.28,23.48,26.95,
Equity Capital (Rs Cr),62.0,62.0,62.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,
Face Value (Rs),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
Shares Outstanding,620000000.0,620000000.0,620000000.0,630000000.0,630000000.0,630000000.0,630000000.0,630000000.0,630000000.0,630000000.0,630000000.0,630000000.0,
Market Cap (Rs Cr),18925.5,19923.7,28876.5,30734.55,47914.65,30268.35,66175.2,72610.65,74875.5,95445.0,96320.7,75007.8,79117.0
P/E ratio,49.47,15.43,58.88,46.02,60.41,40.89,62.97,60.34,69.46,74.7,65.11,44.18,47.5
