metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),317.92,291.08,311.92,327.83,479.77,696.12,951.88,1065.75,810.35,1237.4,1501.9,1601.2,1748.0
EPS in Rs,10.07,3.69,7.71,9.49,17.6,23.99,44.94,34.85,18.58,21.57,29.08,44.98,
Equity Capital (Rs Cr),25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,
Face Value (Rs),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
Shares Outstanding,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,
Market Cap (Rs Cr),7948.0,7277.0,7798.0,8195.75,11994.25,17403.0,23797.0,26643.75,20258.75,30935.0,37547.5,40030.0,44342.0
P/E ratio,31.57,78.88,40.46,34.54,27.26,29.02,21.18,30.58,43.61,57.37,51.65,35.6,37.6
