metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Stock Price (Rs),67.4,43.1,61.3,70.2,50.7,23.05,78.8,98.55,82.7,134.25,115.18,151.42
EPS in Rs,4.93,-10.11,-6.67,-0.68,5.69,5.13,10.04,29.64,5.27,7.42,5.74,8.17
Equity Capital (Rs Cr),4131.0,4131.0,4131.0,4131.0,4131.0,4131.0,4131.0,4131.0,4131.0,4131.0,4131.0,4131.0
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Shares Outstanding,4131000000.0,4131000000.0,4131000000.0,4131000000.0,4131000000.0,4131000000.0,4131000000.0,4131000000.0,4131000000.0,4131000000.0,4131000000.0,4131000000.0
Market Cap (Rs Cr),27842.94,17804.61,25323.03,28999.62,20944.17,9521.95,32552.28,40711.0,34163.37,55458.68,47580.86,62551.6
P/E ratio,13.67,-4.26,-9.19,-103.24,8.91,4.49,7.85,3.32,15.69,18.09,20.07,18.53
