metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),68.35,199.2,363.05,327.35,264.75,60.55,100.15,127.65,237.5,906.8,615.1,967.35,1207.0
EPS in Rs,-2.23,51.14,70.57,62.27,-13.79,-138.1,17.28,90.79,237.16,184.34,14.38,208.36,
Equity Capital (Rs Cr),149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Shares Outstanding,149000000.0,149000000.0,149000000.0,149000000.0,149000000.0,149000000.0,149000000.0,149000000.0,149000000.0,149000000.0,149000000.0,149000000.0,
Market Cap (Rs Cr),1018.41,2968.08,5409.44,4877.52,3944.78,902.2,1492.23,1901.98,3538.75,13511.32,9164.99,14413.51,17980.0
P/E ratio,-30.65,3.9,5.14,5.26,-19.2,-0.44,5.8,1.41,1.0,4.92,42.77,4.64,5.79
