metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),262.02,234.45,448.32,385.05,377.32,233.15,1062.8,1228.6,1245.5,2010.4,1578.2,1347.9,1962.0
EPS in Rs,0.05,0.3,43.26,-11.53,-2.89,-3.02,43.88,51.99,63.02,33.98,64.43,35.14,
Equity Capital (Rs Cr),285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Shares Outstanding,285000000.0,285000000.0,285000000.0,285000000.0,285000000.0,285000000.0,285000000.0,285000000.0,285000000.0,285000000.0,285000000.0,285000000.0,
Market Cap (Rs Cr),7467.57,6681.82,12777.12,10973.92,10753.62,6644.77,30289.8,35015.1,35496.75,57296.4,44978.7,38415.15,55930.0
P/E ratio,5240.4,781.5,10.36,-33.4,-130.56,-77.2,24.22,23.63,19.76,59.16,24.49,38.36,50.8
