metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),32.45,35.0,98.15,109.05,126.2,94.75,149.2,113.55,123.7,173.15,232.75,251.1,313.0
EPS in Rs,3.23,4.2,8.98,8.04,11.16,17.37,20.37,15.7,17.67,25.86,14.37,10.68,
Equity Capital (Rs Cr),168.0,168.0,168.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,188.0,
Face Value (Rs),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
Shares Outstanding,840000000.0,840000000.0,840000000.0,845000000.0,845000000.0,845000000.0,845000000.0,845000000.0,845000000.0,845000000.0,845000000.0,940000000.0,
Market Cap (Rs Cr),2725.8,2940.0,8244.6,9214.73,10663.9,8006.38,12607.4,9594.98,10452.65,14631.17,19667.38,23603.4,29420.0
P/E ratio,10.05,8.33,10.93,13.56,11.31,5.45,7.32,7.23,7.0,6.7,16.2,23.51,29.3
