metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),,,,,,,,,,,,217.37,318.0
EPS in Rs,,,,,,12.61,8.63,12.62,8.28,26.78,68.39,15.62,
Equity Capital (Rs Cr),,,,,,11.0,11.0,11.0,11.0,11.0,11.0,138.0,
Face Value (Rs),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
Shares Outstanding,,,,,,55000000.0,55000000.0,55000000.0,55000000.0,55000000.0,55000000.0,690000000.0,
Market Cap (Rs Cr),,,,,,,,,,,,14998.53,21989.0
P/E ratio,,,,,,,,,,,,13.92,17.3
