metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),10.25,4.65,5.0,4.75,1.9,0.6,3.25,6.8,5.55,15.25,14.25,14.04,19.3
EPS in Rs,0.51,-0.87,-2.06,-2.66,-0.64,-3.16,0.39,0.16,0.08,1.49,1.19,0.66,
Equity Capital (Rs Cr),2938.0,2938.0,5996.0,5996.0,5996.0,6840.0,6853.0,6853.0,6853.0,6853.0,6853.0,6853.0,
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Shares Outstanding,2938000000.0,2938000000.0,5996000000.0,5996000000.0,5996000000.0,6840000000.0,6853000000.0,6853000000.0,6853000000.0,6853000000.0,6853000000.0,6853000000.0,
Market Cap (Rs Cr),3011.45,1366.17,2998.0,2848.1,1139.24,410.4,2227.22,4660.04,3803.41,10450.83,9765.52,9621.61,13248.0
P/E ratio,20.1,-5.34,-2.43,-1.79,-2.97,-0.19,8.33,42.5,69.38,10.23,11.97,21.27,29.4
