metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Stock Price (Rs),43.6,29.65,55.19,75.69,52.24,27.86,84.31,218.65,322.0,902.08,591.8,515.25
EPS in Rs,3.75,2.57,3.53,3.45,4.81,2.93,2.08,6.6,5.26,7.56,8.54,9.25
Equity Capital (Rs Cr),20.0,20.0,20.0,20.0,20.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
Face Value (Rs),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Shares Outstanding,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,240000000.0,240000000.0,240000000.0,240000000.0,240000000.0,240000000.0,240000000.0
Market Cap (Rs Cr),872.0,593.0,1103.8,1513.8,1044.8,668.64,2023.44,5247.6,7728.0,21649.92,14203.2,12366.0
P/E ratio,11.63,11.54,15.63,21.94,10.86,9.51,40.53,33.13,61.22,119.32,69.3,55.7
