metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),,,,,,,,,,,191.98,261.61,331.0
EPS in Rs,,,,,,8.2,1.46,5.94,-0.3,66.81,4.17,8.23,
Equity Capital (Rs Cr),,,,,,104.0,104.0,104.0,104.0,104.0,121.0,121.0,
Face Value (Rs),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
Shares Outstanding,,,,,,520000000.0,520000000.0,520000000.0,520000000.0,520000000.0,605000000.0,605000000.0,
Market Cap (Rs Cr),,,,,,,,,,,11614.79,15827.41,20036.0
P/E ratio,,,,,,,,,,,46.04,31.79,40.4
