metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),712.45,511.95,592.95,545.45,525.6,422.85,815.1,1018.05,900.5,1496.95,1442.2,1224.2,1372.0
EPS in Rs,14.71,16.93,12.51,17.52,18.96,19.18,29.82,31.19,34.71,51.05,65.28,48.02,
Equity Capital (Rs Cr),161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,162.0,162.0,
Face Value (Rs),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
Shares Outstanding,805000000.0,805000000.0,805000000.0,805000000.0,805000000.0,805000000.0,805000000.0,805000000.0,805000000.0,805000000.0,810000000.0,810000000.0,
Market Cap (Rs Cr),57352.22,41211.97,47732.48,43908.73,42310.8,34039.43,65615.55,81953.02,72490.25,120504.48,116818.2,99160.2,110846.0
P/E ratio,48.43,30.24,47.4,31.13,27.72,22.05,27.33,32.64,25.94,29.32,22.09,25.49,27.2
