metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),637.15,529.7,1053.15,1142.6,905.2,296.1,465.05,854.6,634.0,1629.9,1959.9,1123.0,1248.0
EPS in Rs,,,9.4,33.27,542.81,32.7,-2.73,14.91,24.34,4.52,-14.44,-9.24,
Equity Capital (Rs Cr),,,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Shares Outstanding,,,112000000.0,112000000.0,112000000.0,112000000.0,112000000.0,112000000.0,112000000.0,112000000.0,112000000.0,112000000.0,
Market Cap (Rs Cr),,,11795.28,12797.12,10138.24,3316.32,5208.56,9571.52,7100.8,18254.88,21950.88,12577.6,13939.0
P/E ratio,,,112.04,34.34,1.67,9.06,-170.35,57.32,26.05,360.6,-135.73,-121.54,
