metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),,,,,,,,,280.25,613.65,1029.6,876.55,938.0
EPS in Rs,,,,,0.54,0.3,-4.28,8.87,11.57,14.39,19.33,19.92,
Equity Capital (Rs Cr),,,,,166.0,151.0,151.0,168.0,169.0,171.0,172.0,173.0,
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Shares Outstanding,,,,,166000000.0,151000000.0,151000000.0,168000000.0,169000000.0,171000000.0,172000000.0,173000000.0,
Market Cap (Rs Cr),,,,,,,,,4736.23,10493.42,17709.12,15164.32,16210.0
P/E ratio,,,,,,,,,24.22,42.64,53.26,44.0,46.3
