metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),610.8,744.9,675.2,557.85,769.25,413.15,881.3,668.55,518.1,1088.75,1160.5,1304.4,1455.0
EPS in Rs,26.98,34.61,39.29,41.36,40.36,48.56,91.05,45.2,32.9,54.15,60.02,60.34,
Equity Capital (Rs Cr),29.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,58.0,58.0,
Face Value (Rs),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
Shares Outstanding,290000000.0,590000000.0,590000000.0,590000000.0,590000000.0,590000000.0,590000000.0,590000000.0,590000000.0,590000000.0,580000000.0,580000000.0,
Market Cap (Rs Cr),17713.2,43949.1,39836.8,32913.15,45385.75,24375.85,51996.7,39444.45,30567.9,64236.25,67309.0,75655.2,84495.0
P/E ratio,22.64,21.52,17.19,13.49,19.06,8.51,9.68,14.79,15.75,20.11,19.34,21.62,23.8
