metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),1146.43,811.13,1049.93,1310.9,1386.7,808.5,1418.9,1767.65,2164.2,3763.9,3492.3,3504.1,3939.0
EPS in Rs,34.17,30.64,43.17,52.59,63.48,68.02,82.47,61.7,74.5,95.0,109.35,116.92,
Equity Capital (Rs Cr),186.0,186.0,187.0,280.0,281.0,281.0,281.0,281.0,281.0,275.0,275.0,275.0,
Face Value (Rs),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
Shares Outstanding,930000000.0,930000000.0,935000000.0,1400000000.0,1405000000.0,1405000000.0,1405000000.0,1405000000.0,1405000000.0,1375000000.0,1375000000.0,1375000000.0,
Market Cap (Rs Cr),106617.99,75435.09,98168.46,183526.0,194831.35,113594.25,199355.45,248354.83,304070.1,517536.25,480191.25,481813.75,541940.0
P/E ratio,33.55,26.47,24.32,24.93,21.84,11.89,17.21,28.65,29.05,39.62,31.94,29.97,30.8
