metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),,,,,,,,,,,,150.12,190.0
EPS in Rs,,,,,,,,-2144.93,67.2,-118.2,9.98,3.32,
Equity Capital (Rs Cr),,,,,,,,0.11,21.0,21.0,366.0,1248.0,
Face Value (Rs),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
Shares Outstanding,,,,,,,,550000.0,105000000.0,105000000.0,1830000000.0,6240000000.0,
Market Cap (Rs Cr),,,,,,,,,,,,93674.88,119418.0
P/E ratio,,,,,,,,,,,,45.22,57.3
