metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),,,,,,,,1510.7,992.3,1863.9,1689.35,801.1,829.0
EPS in Rs,,,,,87.59,60.53,156.07,16.34,19.99,24.77,27.05,24.5,
Equity Capital (Rs Cr),,,,,4.0,4.0,4.0,11.0,11.0,11.0,11.0,11.0,
Face Value (Rs),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
Shares Outstanding,,,,,20000000.0,20000000.0,20000000.0,55000000.0,55000000.0,55000000.0,55000000.0,55000000.0,
Market Cap (Rs Cr),,,,,,,,8308.85,5457.65,10251.45,9291.42,4406.05,4542.0
P/E ratio,,,,,,,,92.45,49.64,75.25,62.45,32.7,33.8
