metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),,,,,,,,,,245.35,319.8,240.8,312.0
EPS in Rs,,,54.6,44.09,43.93,31.37,48.0,54.02,3.97,5.5,7.16,7.25,
Equity Capital (Rs Cr),,,56.0,60.0,60.0,60.0,60.0,60.0,360.0,410.0,415.0,417.0,
Face Value (Rs),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
Shares Outstanding,,,280000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,1800000000.0,2050000000.0,2075000000.0,2085000000.0,
Market Cap (Rs Cr),,,,,,,,,,50296.75,66358.5,50206.8,72789.0
P/E ratio,,,,,,,,,,44.61,44.66,33.21,47.0
