metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),,,,,,,,,,81.95,88.24,80.95,95.1
EPS in Rs,,,,,,,,0.77,1.67,2.21,3.18,,
Equity Capital (Rs Cr),,,,,,,,807.0,890.0,1072.0,1085.0,,
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Shares Outstanding,,,,,,,,807000000.0,890000000.0,1072000000.0,1085000000.0,,
Market Cap (Rs Cr),,,,,,,,,,8785.04,9574.04,,10523.0
P/E ratio,,,,,,,,,,37.08,27.75,,30.4
