metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),57.51,48.85,77.65,77.6,43.4,5.05,66.9,189.45,300.05,540.9,638.5,655.05,930.0
EPS in Rs,0.37,-7.33,-7.83,-11.47,-8.03,-21.12,9.68,6.33,6.3,9.34,6.37,7.66,
Equity Capital (Rs Cr),125.0,125.0,125.0,125.0,125.0,125.0,268.0,288.0,305.0,305.0,306.0,315.0,
Face Value (Rs),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
Shares Outstanding,625000000.0,625000000.0,625000000.0,625000000.0,625000000.0,625000000.0,1340000000.0,1440000000.0,1525000000.0,1525000000.0,1530000000.0,1575000000.0,
Market Cap (Rs Cr),3594.38,3053.12,4853.12,4850.0,2712.5,315.62,8964.6,27280.8,45757.62,82487.25,97690.5,103170.37,146471.0
P/E ratio,155.43,-6.66,-9.92,-6.77,-5.4,-0.24,6.91,29.93,47.63,57.91,100.24,85.52,119.0
