metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),61.44,65.6,129.02,117.73,107.53,54.43,61.23,79.3,77.9,167.75,127.7,135.4,139.0
EPS in Rs,3.37,8.25,13.63,15.23,12.31,-0.63,15.32,17.78,6.93,29.55,9.63,29.81,
Equity Capital (Rs Cr),2428.0,2370.0,4739.0,9479.0,9181.0,9181.0,9181.0,9181.0,13772.0,13772.0,13772.0,13772.0,
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Shares Outstanding,2428000000.0,2370000000.0,4739000000.0,9479000000.0,9181000000.0,9181000000.0,9181000000.0,9181000000.0,13772000000.0,13772000000.0,13772000000.0,13772000000.0,
Market Cap (Rs Cr),14917.63,15547.2,61142.58,111596.27,98723.29,49972.18,56215.26,72805.33,107283.88,231025.3,175868.44,186472.88,196497.0
P/E ratio,18.23,7.95,9.47,7.73,8.74,-86.4,4.0,4.46,11.24,5.68,13.26,4.54,4.66
