metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),112.05,75.8,81.95,117.55,111.4,18.75,79.0,58.55,106.1,232.35,209.48,130.94,141.0
EPS in Rs,0.97,2.17,0.57,2.81,9.63,5.52,4.4,7.91,9.7,11.32,13.06,10.76,
Equity Capital (Rs Cr),111.0,111.0,111.0,120.0,120.0,122.0,122.0,122.0,126.0,126.0,126.0,126.0,
Face Value (Rs),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
Shares Outstanding,555000000.0,555000000.0,555000000.0,600000000.0,600000000.0,610000000.0,610000000.0,610000000.0,630000000.0,630000000.0,630000000.0,630000000.0,
Market Cap (Rs Cr),6218.77,4206.9,4548.23,7053.0,6684.0,1143.75,4819.0,3571.55,6684.3,14638.05,13197.24,8249.22,8858.0
P/E ratio,115.52,34.93,143.77,41.83,11.57,3.4,17.95,7.4,10.94,20.53,16.04,12.17,12.7
