metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),109.22,68.54,116.72,68.52,94.0,73.56,91.0,90.08,121.4,390.25,414.25,379.5,424.0
EPS in Rs,18.19,18.74,6.78,20.27,30.06,21.58,35.6,42.47,48.15,59.88,69.67,78.49,
Equity Capital (Rs Cr),1320.0,1320.0,2640.0,2640.0,2640.0,2640.0,2640.0,2640.0,2640.0,3300.0,3300.0,3300.0,
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Shares Outstanding,1320000000.0,1320000000.0,2640000000.0,2640000000.0,2640000000.0,2640000000.0,2640000000.0,2640000000.0,2640000000.0,3300000000.0,3300000000.0,3300000000.0,
Market Cap (Rs Cr),14417.04,9047.28,30814.08,18089.28,24816.0,19419.84,24024.0,23781.12,32049.6,128782.5,136702.5,125235.0,140040.0
P/E ratio,6.0,3.66,17.22,3.38,3.13,3.41,2.56,2.12,2.52,6.52,5.95,4.84,5.4
