metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),86.15,86.25,162.45,141.75,102.4,105.85,167.35,209.5,185.05,212.4,277.0,343.8,398.0
EPS in Rs,-0.11,3.8,5.41,2.11,0.68,1.62,6.67,2.53,-4.09,-7.34,-4.64,-2.17,
Equity Capital (Rs Cr),307.0,308.0,308.0,308.0,310.0,310.0,310.0,310.0,310.0,310.0,310.0,310.0,
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Shares Outstanding,307000000.0,308000000.0,308000000.0,308000000.0,310000000.0,310000000.0,310000000.0,310000000.0,310000000.0,310000000.0,310000000.0,310000000.0,
Market Cap (Rs Cr),2644.8,2656.5,5003.46,4365.9,3174.4,3281.35,5187.85,6494.5,5736.55,6584.4,8587.0,10657.8,12334.0
P/E ratio,-783.18,22.7,30.03,67.18,150.59,65.34,25.09,82.81,-45.24,-28.94,-59.7,-158.43,91.4
