metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),,,,,,,,,,,,118.86,129.0
EPS in Rs,,,,,,-11782.84,-14926.95,-27791.35,-16890.81,-5009.18,4.9,-1.52,
Equity Capital (Rs Cr),,,,,,0.01,0.02,0.02,0.02,0.02,49.0,146.0,
Face Value (Rs),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
Shares Outstanding,,,,,,100000.0,200000.0,200000.0,200000.0,200000.0,490000000.0,1460000000.0,
Market Cap (Rs Cr),,,,,,,,,,,,17353.56,19954.0
P/E ratio,,,,,,,,,,,,-78.2,
