metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),238.63,252.84,410.01,649.9,479.65,290.0,599.2,618.55,544.7,1111.5,1751.45,1365.3,1534.0
EPS in Rs,22.68,55.47,24.26,29.32,37.12,29.34,43.93,54.49,68.71,94.39,115.76,130.01,
Equity Capital (Rs Cr),37.0,37.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,
Face Value (Rs),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
Shares Outstanding,370000000.0,370000000.0,190000000.0,190000000.0,190000000.0,190000000.0,190000000.0,190000000.0,190000000.0,190000000.0,190000000.0,190000000.0,
Market Cap (Rs Cr),8829.31,9355.08,7790.19,12348.1,9113.35,5510.0,11384.8,11752.45,10349.3,21118.5,33277.55,25940.7,28809.0
P/E ratio,10.52,4.56,16.9,22.17,12.92,9.88,13.64,11.35,7.93,11.78,15.13,10.5,11.8
