metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Stock Price (Rs),16.05,16.65,75.3,182.35,253.45,49.2,217.3,669.55,619.25,1888.55,1167.5,966.25
EPS in Rs,1.37,1.61,2.33,1.77,-1.99,1.65,0.98,4.31,7.99,9.36,16.92,21.62
Equity Capital (Rs Cr),14.0,14.0,14.0,20.0,32.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0
Face Value (Rs),4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Shares Outstanding,35000000.0,35000000.0,35000000.0,50000000.0,80000000.0,82500000.0,82500000.0,82500000.0,82500000.0,82500000.0,82500000.0,82500000.0
Market Cap (Rs Cr),56.17,58.27,263.55,911.75,2027.6,405.9,1792.72,5523.79,5108.81,15580.54,9631.88,7971.56
P/E ratio,11.72,10.34,32.32,103.02,-127.36,29.82,221.73,155.35,77.5,201.77,69.0,44.69
