metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Stock Price (Rs),40.04,67.11,117.44,198.68,144.87,124.67,700.42,914.6,1205.35,1495.95,1525.25,1937.0
EPS in Rs,2.72,4.29,6.45,6.66,6.22,9.58,14.42,24.73,23.14,26.39,27.28,43.33
Equity Capital (Rs Cr),23.0,23.0,24.0,24.0,24.0,25.0,25.0,50.0,55.0,56.0,56.0,56.0
Face Value (Rs),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Shares Outstanding,115000000.0,115000000.0,120000000.0,120000000.0,120000000.0,125000000.0,125000000.0,250000000.0,275000000.0,280000000.0,280000000.0,280000000.0
Market Cap (Rs Cr),460.46,771.76,1409.28,2384.16,1738.44,1558.38,8755.25,22865.0,33147.12,41886.6,42707.0,54236.0
P/E ratio,14.72,15.64,18.21,29.83,23.29,13.01,48.57,36.98,52.09,56.69,55.91,44.7
