metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),31.61,24.75,52.64,83.43,164.87,161.56,359.02,581.93,661.15,204.1,170.21,166.49,232.0
EPS in Rs,1.16,0.53,0.71,0.79,1.65,1.96,2.15,2.49,2.48,3.39,5.8,9.86,
Equity Capital (Rs Cr),35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,41.0,82.0,83.0,96.0,
Face Value (Rs),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
Shares Outstanding,350000000.0,350000000.0,350000000.0,350000000.0,350000000.0,350000000.0,350000000.0,350000000.0,410000000.0,820000000.0,830000000.0,960000000.0,
Market Cap (Rs Cr),1106.35,866.25,1842.4,2920.05,5770.45,5654.6,12565.7,20367.55,27107.15,16736.2,14127.43,15983.04,22359.0
P/E ratio,27.25,46.7,74.14,105.61,99.92,82.43,166.99,233.71,266.59,60.21,29.35,16.89,19.8
