metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),,,,115.9,160.6,52.97,141.52,232.82,225.35,795.2,996.3,402.3,497.0
EPS in Rs,4.29,2.58,3.99,5.26,7.34,5.2,9.03,11.73,12.59,17.93,22.26,21.12,
Equity Capital (Rs Cr),53.0,53.0,62.0,68.0,68.0,69.0,69.0,70.0,70.0,140.0,140.0,141.0,
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Shares Outstanding,53000000.0,53000000.0,62000000.0,68000000.0,68000000.0,69000000.0,69000000.0,70000000.0,70000000.0,140000000.0,140000000.0,141000000.0,
Market Cap (Rs Cr),,,,788.12,1092.08,365.49,976.49,1629.74,1577.45,11132.8,13948.2,5672.43,7081.0
P/E ratio,,,,22.03,21.88,10.19,15.67,19.85,17.9,44.35,44.76,19.05,21.3
