metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),140.5,396.15,377.7,273.75,378.82,313.5,305.25,336.53,606.58,1029.73,2256.4,1873.5,2133.0
EPS in Rs,11.75,10.88,8.8,10.2,16.69,24.67,24.14,28.08,44.26,56.61,68.72,97.84,
Equity Capital (Rs Cr),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,31.0,
Face Value (Rs),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
Shares Outstanding,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,155000000.0,
Market Cap (Rs Cr),702.5,1980.75,1888.5,1368.75,1894.1,1567.5,1526.25,1682.65,3032.9,5148.65,11282.0,29039.25,33277.0
P/E ratio,11.96,36.41,42.92,26.84,22.7,12.71,12.64,11.98,13.7,18.19,32.83,19.15,24.3
