metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),,,768.5,1264.85,1148.45,601.1,1456.15,1094.8,1241.65,1827.0,1968.3,2213.9,2619.0
EPS in Rs,57.42,68.1,23.48,27.78,35.19,40.2,36.95,32.75,34.09,48.38,59.46,67.66,
Equity Capital (Rs Cr),18.0,18.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
Shares Outstanding,18000000.0,18000000.0,141000000.0,141000000.0,141000000.0,141000000.0,141000000.0,141000000.0,141000000.0,141000000.0,141000000.0,141000000.0,
Market Cap (Rs Cr),,,10835.85,17834.38,16193.15,8475.51,20531.72,15436.68,17507.26,25760.7,27753.03,31215.99,36841.0
P/E ratio,,,32.73,45.53,32.64,14.95,39.41,33.43,36.42,37.76,33.1,32.72,38.1
