metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),204.23,142.73,185.0,177.8,155.9,68.3,102.15,163.9,151.05,268.05,246.38,284.65,243.0
EPS in Rs,14.29,10.03,19.03,17.23,24.28,8.59,12.96,36.19,28.17,39.06,28.8,32.93,
Equity Capital (Rs Cr),4278.0,4278.0,6417.0,6417.0,6290.0,6290.0,6290.0,6290.0,6290.0,6290.0,6290.0,6290.0,
Face Value (Rs),5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
Shares Outstanding,8556000000.0,8556000000.0,12834000000.0,12834000000.0,12580000000.0,12580000000.0,12580000000.0,12580000000.0,12580000000.0,12580000000.0,12580000000.0,12580000000.0,
Market Cap (Rs Cr),174739.19,122119.79,237429.0,228188.52,196122.2,85921.4,128504.7,206186.2,190020.9,337206.9,309946.04,358089.7,305110.0
P/E ratio,14.29,14.23,9.72,10.32,6.42,7.95,7.88,4.53,5.36,6.86,8.55,8.64,7.32
