metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),217.15,185.74,210.07,280.54,249.09,128.74,284.46,226.97,251.88,471.96,656.0,872.1,916.0
EPS in Rs,8.13,9.35,10.0,20.14,20.36,19.86,17.71,20.12,32.11,39.2,50.81,53.28,
Equity Capital (Rs Cr),227.0,227.0,227.0,227.0,227.0,227.0,253.0,271.0,374.0,376.0,376.0,376.0,
Face Value (Rs),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
Shares Outstanding,1135000000.0,1135000000.0,1135000000.0,1135000000.0,1135000000.0,1135000000.0,1265000000.0,1355000000.0,1870000000.0,1880000000.0,1880000000.0,1880000000.0,
Market Cap (Rs Cr),24646.53,21081.49,23842.94,31841.29,28271.72,14611.99,35984.19,30754.44,47101.56,88728.48,123328.0,163954.8,215425.0
P/E ratio,26.71,19.87,21.01,13.93,12.23,6.48,16.06,11.28,7.84,12.04,12.91,16.37,21.4
