nse_symbol,year,metric,value
TIINDIA,Mar 2020,Market Cap (Rs Cr),5204.1
TIINDIA,Mar 2021,Market Cap (Rs Cr),22673.65
TIINDIA,Mar 2022,Market Cap (Rs Cr),30869.3
TIINDIA,Mar 2023,Market Cap (Rs Cr),48385.4
TIINDIA,Mar 2024,Market Cap (Rs Cr),70995.4
TIINDIA,Mar 2025,Market Cap (Rs Cr),52617.65
TIINDIA,Mar 2026,Market Cap (Rs Cr),47828.7
TIINDIA,Mar 2015,P/E ratio,
TIINDIA,Mar 2016,P/E ratio,
TIINDIA,Mar 2017,P/E ratio,
TIINDIA,Mar 2018,P/E ratio,13.64
TIINDIA,Mar 2019,P/E ratio,26.84
TIINDIA,Mar 2020,P/E ratio,6.87
TIINDIA,Mar 2021,P/E ratio,24.12
TIINDIA,Mar 2022,P/E ratio,26.06
TIINDIA,Mar 2023,P/E ratio,73.14
TIINDIA,Mar 2024,P/E ratio,113.57
TIINDIA,Mar 2025,P/E ratio,
TIINDIA,Mar 2026,P/E ratio,
UCOBANK,Mar 2015,Stock Price (Rs),63.9
UCOBANK,Mar 2016,Stock Price (Rs),38.8
UCOBANK,Mar 2017,Stock Price (Rs),36.15
UCOBANK,Mar 2018,Stock Price (Rs),21.6
UCOBANK,Mar 2019,Stock Price (Rs),18.95
UCOBANK,Mar 2020,Stock Price (Rs),9.05
UCOBANK,Mar 2021,Stock Price (Rs),11.0
UCOBANK,Mar 2022,Stock Price (Rs),11.85
UCOBANK,Mar 2023,Stock Price (Rs),24.3
UCOBANK,Mar 2024,Stock Price (Rs),52.2
UCOBANK,Mar 2025,Stock Price (Rs),35.7
UCOBANK,Mar 2026,Stock Price (Rs),22.45
UCOBANK,Mar 2015,EPS in Rs,
UCOBANK,Mar 2016,EPS in Rs,
UCOBANK,Mar 2017,EPS in Rs,
UCOBANK,Mar 2018,EPS in Rs,
UCOBANK,Mar 2019,EPS in Rs,
UCOBANK,Mar 2020,EPS in Rs,
UCOBANK,Mar 2021,EPS in Rs,0.19
UCOBANK,Mar 2022,EPS in Rs,0.75
UCOBANK,Mar 2023,EPS in Rs,1.53
UCOBANK,Mar 2024,EPS in Rs,1.4
UCOBANK,Mar 2025,EPS in Rs,1.97
UCOBANK,Mar 2026,EPS in Rs,
UCOBANK,Mar 2015,Equity Capital (Rs Cr),
UCOBANK,Mar 2016,Equity Capital (Rs Cr),
UCOBANK,Mar 2017,Equity Capital (Rs Cr),
UCOBANK,Mar 2018,Equity Capital (Rs Cr),
UCOBANK,Mar 2019,Equity Capital (Rs Cr),
UCOBANK,Mar 2020,Equity Capital (Rs Cr),
UCOBANK,Mar 2021,Equity Capital (Rs Cr),9918.0
UCOBANK,Mar 2022,Equity Capital (Rs Cr),11956.0
UCOBANK,Mar 2023,Equity Capital (Rs Cr),11956.0
UCOBANK,Mar 2024,Equity Capital (Rs Cr),11956.0
UCOBANK,Mar 2025,Equity Capital (Rs Cr),12540.0
UCOBANK,Mar 2026,Equity Capital (Rs Cr),
UCOBANK,Mar 2015,Face Value (Rs),10.0
UCOBANK,Mar 2016,Face Value (Rs),10.0
UCOBANK,Mar 2017,Face Value (Rs),10.0
UCOBANK,Mar 2018,Face Value (Rs),10.0
UCOBANK,Mar 2019,Face Value (Rs),10.0
UCOBANK,Mar 2020,Face Value (Rs),10.0
UCOBANK,Mar 2021,Face Value (Rs),10.0
UCOBANK,Mar 2022,Face Value (Rs),10.0
UCOBANK,Mar 2023,Face Value (Rs),10.0
UCOBANK,Mar 2024,Face Value (Rs),10.0
UCOBANK,Mar 2025,Face Value (Rs),10.0
UCOBANK,Mar 2026,Face Value (Rs),10.0
UCOBANK,Mar 2015,Shares Outstanding,
UCOBANK,Mar 2016,Shares Outstanding,
UCOBANK,Mar 2017,Shares Outstanding,
UCOBANK,Mar 2018,Shares Outstanding,
UCOBANK,Mar 2019,Shares Outstanding,
UCOBANK,Mar 2020,Shares Outstanding,
UCOBANK,Mar 2021,Shares Outstanding,9918000000.0
UCOBANK,Mar 2022,Shares Outstanding,11956000000.0
UCOBANK,Mar 2023,Shares Outstanding,11956000000.0
UCOBANK,Mar 2024,Shares Outstanding,11956000000.0
UCOBANK,Mar 2025,Shares Outstanding,12540000000.0
UCOBANK,Mar 2026,Shares Outstanding,
UCOBANK,Mar 2015,Market Cap (Rs Cr),
UCOBANK,Mar 2016,Market Cap (Rs Cr),
UCOBANK,Mar 2017,Market Cap (Rs Cr),
UCOBANK,Mar 2018,Market Cap (Rs Cr),
UCOBANK,Mar 2019,Market Cap (Rs Cr),
UCOBANK,Mar 2020,Market Cap (Rs Cr),
UCOBANK,Mar 2021,Market Cap (Rs Cr),10909.8
UCOBANK,Mar 2022,Market Cap (Rs Cr),14167.86
UCOBANK,Mar 2023,Market Cap (Rs Cr),29053.08
UCOBANK,Mar 2024,Market Cap (Rs Cr),62410.32
UCOBANK,Mar 2025,Market Cap (Rs Cr),44767.8
UCOBANK,Mar 2026,Market Cap (Rs Cr),
UCOBANK,Mar 2015,P/E ratio,
UCOBANK,Mar 2016,P/E ratio,
UCOBANK,Mar 2017,P/E ratio,
UCOBANK,Mar 2018,P/E ratio,
UCOBANK,Mar 2019,P/E ratio,
UCOBANK,Mar 2020,P/E ratio,
UCOBANK,Mar 2021,P/E ratio,57.89
UCOBANK,Mar 2022,P/E ratio,15.8
UCOBANK,Mar 2023,P/E ratio,15.88
UCOBANK,Mar 2024,P/E ratio,37.29
UCOBANK,Mar 2025,P/E ratio,18.12
UCOBANK,Mar 2026,P/E ratio,
UPL,Mar 2015,Stock Price (Rs),294.77
UPL,Mar 2016,Stock Price (Rs),318.47
UPL,Mar 2017,Stock Price (Rs),484.6
UPL,Mar 2018,Stock Price (Rs),486.83
UPL,Mar 2019,Stock Price (Rs),619.37
UPL,Mar 2020,Stock Price (Rs),326.5
UPL,Mar 2021,Stock Price (Rs),641.85
UPL,Mar 2022,Stock Price (Rs),769.6
UPL,Mar 2023,Stock Price (Rs),717.65
UPL,Mar 2024,Stock Price (Rs),456.0
UPL,Mar 2025,Stock Price (Rs),636.25
UPL,Mar 2026,Stock Price (Rs),567.95
UPL,Mar 2015,EPS in Rs,15.82
UPL,Mar 2016,EPS in Rs,13.0
UPL,Mar 2017,EPS in Rs,20.18
UPL,Mar 2018,EPS in Rs,23.57
UPL,Mar 2019,EPS in Rs,17.35
UPL,Mar 2020,EPS in Rs,20.66
UPL,Mar 2021,EPS in Rs,33.4
UPL,Mar 2022,EPS in Rs,42.18
UPL,Mar 2023,EPS in Rs,42.28
UPL,Mar 2024,EPS in Rs,-14.21
UPL,Mar 2025,EPS in Rs,10.62
UPL,Mar 2026,EPS in Rs,22.78
UPL,Mar 2015,Equity Capital (Rs Cr),86.0
UPL,Mar 2016,Equity Capital (Rs Cr),86.0
UPL,Mar 2017,Equity Capital (Rs Cr),101.0
UPL,Mar 2018,Equity Capital (Rs Cr),102.0
UPL,Mar 2019,Equity Capital (Rs Cr),102.0
UPL,Mar 2020,Equity Capital (Rs Cr),153.0
UPL,Mar 2021,Equity Capital (Rs Cr),153.0
UPL,Mar 2022,Equity Capital (Rs Cr),153.0
UPL,Mar 2023,Equity Capital (Rs Cr),150.0
UPL,Mar 2024,Equity Capital (Rs Cr),150.0
UPL,Mar 2025,Equity Capital (Rs Cr),159.0
UPL,Mar 2026,Equity Capital (Rs Cr),169.0
UPL,Mar 2015,Face Value (Rs),2.0
UPL,Mar 2016,Face Value (Rs),2.0
UPL,Mar 2017,Face Value (Rs),2.0
UPL,Mar 2018,Face Value (Rs),2.0
UPL,Mar 2019,Face Value (Rs),2.0
UPL,Mar 2020,Face Value (Rs),2.0
UPL,Mar 2021,Face Value (Rs),2.0
UPL,Mar 2022,Face Value (Rs),2.0
UPL,Mar 2023,Face Value (Rs),2.0
UPL,Mar 2024,Face Value (Rs),2.0
UPL,Mar 2025,Face Value (Rs),2.0
UPL,Mar 2026,Face Value (Rs),2.0
UPL,Mar 2015,Shares Outstanding,430000000.0
UPL,Mar 2016,Shares Outstanding,430000000.0
UPL,Mar 2017,Shares Outstanding,505000000.0
UPL,Mar 2018,Shares Outstanding,510000000.0
UPL,Mar 2019,Shares Outstanding,510000000.0
UPL,Mar 2020,Shares Outstanding,765000000.0
UPL,Mar 2021,Shares Outstanding,765000000.0
UPL,Mar 2022,Shares Outstanding,765000000.0
UPL,Mar 2023,Shares Outstanding,750000000.0
UPL,Mar 2024,Shares Outstanding,750000000.0
UPL,Mar 2025,Shares Outstanding,795000000.0
UPL,Mar 2026,Shares Outstanding,845000000.0
UPL,Mar 2015,Market Cap (Rs Cr),12675.11
UPL,Mar 2016,Market Cap (Rs Cr),13694.21
UPL,Mar 2017,Market Cap (Rs Cr),24472.3
UPL,Mar 2018,Market Cap (Rs Cr),24828.33
UPL,Mar 2019,Market Cap (Rs Cr),31587.87
UPL,Mar 2020,Market Cap (Rs Cr),24977.25
UPL,Mar 2021,Market Cap (Rs Cr),49101.53
UPL,Mar 2022,Market Cap (Rs Cr),58874.4
UPL,Mar 2023,Market Cap (Rs Cr),53823.75
UPL,Mar 2024,Market Cap (Rs Cr),34200.0
UPL,Mar 2025,Market Cap (Rs Cr),50581.88
UPL,Mar 2026,Market Cap (Rs Cr),47991.78
UPL,Mar 2015,P/E ratio,18.63
UPL,Mar 2016,P/E ratio,24.5
UPL,Mar 2017,P/E ratio,24.01
UPL,Mar 2018,P/E ratio,20.65
UPL,Mar 2019,P/E ratio,35.7
UPL,Mar 2020,P/E ratio,15.8
UPL,Mar 2021,P/E ratio,19.22
UPL,Mar 2022,P/E ratio,18.25
UPL,Mar 2023,P/E ratio,16.97
UPL,Mar 2024,P/E ratio,-32.09
UPL,Mar 2025,P/E ratio,59.91
UPL,Mar 2026,P/E ratio,24.93
UTIAMC,Mar 2011,Stock Price (Rs),
UTIAMC,Mar 2012,Stock Price (Rs),
UTIAMC,Mar 2015,Stock Price (Rs),
UTIAMC,Mar 2016,Stock Price (Rs),
UTIAMC,Mar 2017,Stock Price (Rs),
UTIAMC,Mar 2018,Stock Price (Rs),
UTIAMC,Mar 2019,Stock Price (Rs),
UTIAMC,Mar 2020,Stock Price (Rs),
UTIAMC,Mar 2021,Stock Price (Rs),583.0
UTIAMC,Mar 2022,Stock Price (Rs),994.6
UTIAMC,Mar 2023,Stock Price (Rs),641.95
UTIAMC,Mar 2024,Stock Price (Rs),813.0
UTIAMC,Mar 2025,Stock Price (Rs),1055.25
UTIAMC,Mar 2026,Stock Price (Rs),937.35
UTIAMC,Mar 2011,EPS in Rs,11.12
UTIAMC,Mar 2012,EPS in Rs,11.73
UTIAMC,Mar 2015,EPS in Rs,
UTIAMC,Mar 2016,EPS in Rs,
UTIAMC,Mar 2017,EPS in Rs,25.29
UTIAMC,Mar 2018,EPS in Rs,31.68
UTIAMC,Mar 2019,EPS in Rs,27.83
UTIAMC,Mar 2020,EPS in Rs,21.41
UTIAMC,Mar 2021,EPS in Rs,38.97
UTIAMC,Mar 2022,EPS in Rs,42.09
UTIAMC,Mar 2023,EPS in Rs,34.44
UTIAMC,Mar 2024,EPS in Rs,60.17
UTIAMC,Mar 2025,EPS in Rs,57.16
UTIAMC,Mar 2026,EPS in Rs,31.44
UTIAMC,Mar 2011,Equity Capital (Rs Cr),125.0
UTIAMC,Mar 2012,Equity Capital (Rs Cr),125.0
UTIAMC,Mar 2015,Equity Capital (Rs Cr),
UTIAMC,Mar 2016,Equity Capital (Rs Cr),
UTIAMC,Mar 2017,Equity Capital (Rs Cr),127.0
UTIAMC,Mar 2018,Equity Capital (Rs Cr),127.0
UTIAMC,Mar 2019,Equity Capital (Rs Cr),127.0
UTIAMC,Mar 2020,Equity Capital (Rs Cr),127.0
UTIAMC,Mar 2021,Equity Capital (Rs Cr),127.0
UTIAMC,Mar 2022,Equity Capital (Rs Cr),127.0
UTIAMC,Mar 2023,Equity Capital (Rs Cr),127.0
UTIAMC,Mar 2024,Equity Capital (Rs Cr),127.0
UTIAMC,Mar 2025,Equity Capital (Rs Cr),128.0
UTIAMC,Mar 2026,Equity Capital (Rs Cr),129.0
UTIAMC,Mar 2011,Face Value (Rs),10.0
UTIAMC,Mar 2012,Face Value (Rs),10.0
UTIAMC,Mar 2015,Face Value (Rs),10.0
UTIAMC,Mar 2016,Face Value (Rs),10.0
UTIAMC,Mar 2017,Face Value (Rs),10.0
UTIAMC,Mar 2018,Face Value (Rs),10.0
UTIAMC,Mar 2019,Face Value (Rs),10.0
UTIAMC,Mar 2020,Face Value (Rs),10.0
UTIAMC,Mar 2021,Face Value (Rs),10.0
UTIAMC,Mar 2022,Face Value (Rs),10.0
UTIAMC,Mar 2023,Face Value (Rs),10.0
UTIAMC,Mar 2024,Face Value (Rs),10.0
UTIAMC,Mar 2025,Face Value (Rs),10.0
UTIAMC,Mar 2026,Face Value (Rs),10.0
UTIAMC,Mar 2011,Shares Outstanding,125000000.0
UTIAMC,Mar 2012,Shares Outstanding,125000000.0
UTIAMC,Mar 2015,Shares Outstanding,
UTIAMC,Mar 2016,Shares Outstanding,
UTIAMC,Mar 2017,Shares Outstanding,127000000.0
UTIAMC,Mar 2018,Shares Outstanding,127000000.0
UTIAMC,Mar 2019,Shares Outstanding,127000000.0
UTIAMC,Mar 2020,Shares Outstanding,127000000.0
UTIAMC,Mar 2021,Shares Outstanding,127000000.0
UTIAMC,Mar 2022,Shares Outstanding,127000000.0
UTIAMC,Mar 2023,Shares Outstanding,127000000.0
UTIAMC,Mar 2024,Shares Outstanding,127000000.0
UTIAMC,Mar 2025,Shares Outstanding,128000000.0
UTIAMC,Mar 2026,Shares Outstanding,129000000.0
UTIAMC,Mar 2011,Market Cap (Rs Cr),
UTIAMC,Mar 2012,Market Cap (Rs Cr),
UTIAMC,Mar 2015,Market Cap (Rs Cr),
UTIAMC,Mar 2016,Market Cap (Rs Cr),
UTIAMC,Mar 2017,Market Cap (Rs Cr),
UTIAMC,Mar 2018,Market Cap (Rs Cr),
UTIAMC,Mar 2019,Market Cap (Rs Cr),
UTIAMC,Mar 2020,Market Cap (Rs Cr),
UTIAMC,Mar 2021,Market Cap (Rs Cr),7404.1
UTIAMC,Mar 2022,Market Cap (Rs Cr),12631.42
UTIAMC,Mar 2023,Market Cap (Rs Cr),8152.77
UTIAMC,Mar 2024,Market Cap (Rs Cr),10325.1
UTIAMC,Mar 2025,Market Cap (Rs Cr),13507.2
UTIAMC,Mar 2026,Market Cap (Rs Cr),12091.82
UTIAMC,Mar 2011,P/E ratio,
UTIAMC,Mar 2012,P/E ratio,
UTIAMC,Mar 2015,P/E ratio,
UTIAMC,Mar 2016,P/E ratio,
UTIAMC,Mar 2017,P/E ratio,
UTIAMC,Mar 2018,P/E ratio,
UTIAMC,Mar 2019,P/E ratio,
UTIAMC,Mar 2020,P/E ratio,
UTIAMC,Mar 2021,P/E ratio,14.96
UTIAMC,Mar 2022,P/E ratio,23.63
UTIAMC,Mar 2023,P/E ratio,18.64
UTIAMC,Mar 2024,P/E ratio,13.51
UTIAMC,Mar 2025,P/E ratio,18.46
UTIAMC,Mar 2026,P/E ratio,29.81
ULTRACEMCO,Mar 2015,Stock Price (Rs),2877.9
ULTRACEMCO,Mar 2016,Stock Price (Rs),3228.75
ULTRACEMCO,Mar 2017,Stock Price (Rs),3984.75
ULTRACEMCO,Mar 2018,Stock Price (Rs),3950.0
ULTRACEMCO,Mar 2019,Stock Price (Rs),3908.95
ULTRACEMCO,Mar 2020,Stock Price (Rs),3244.85
ULTRACEMCO,Mar 2021,Stock Price (Rs),6737.95
ULTRACEMCO,Mar 2022,Stock Price (Rs),6602.3
ULTRACEMCO,Mar 2023,Stock Price (Rs),7622.15
ULTRACEMCO,Mar 2024,Stock Price (Rs),9749.15
ULTRACEMCO,Mar 2025,Stock Price (Rs),11509.55
ULTRACEMCO,Mar 2026,Stock Price (Rs),10745.0
ULTRACEMCO,Mar 2015,EPS in Rs,76.47
ULTRACEMCO,Mar 2016,EPS in Rs,90.3
ULTRACEMCO,Mar 2017,EPS in Rs,98.9
ULTRACEMCO,Mar 2018,EPS in Rs,80.92
ULTRACEMCO,Mar 2019,EPS in Rs,87.51
ULTRACEMCO,Mar 2020,EPS in Rs,199.4
ULTRACEMCO,Mar 2021,EPS in Rs,189.26
ULTRACEMCO,Mar 2022,EPS in Rs,254.42
ULTRACEMCO,Mar 2023,EPS in Rs,175.41
ULTRACEMCO,Mar 2024,EPS in Rs,242.65
ULTRACEMCO,Mar 2025,EPS in Rs,204.94
ULTRACEMCO,Mar 2026,EPS in Rs,277.1
ULTRACEMCO,Mar 2015,Equity Capital (Rs Cr),274.0
ULTRACEMCO,Mar 2016,Equity Capital (Rs Cr),274.0
ULTRACEMCO,Mar 2017,Equity Capital (Rs Cr),275.0
ULTRACEMCO,Mar 2018,Equity Capital (Rs Cr),275.0
ULTRACEMCO,Mar 2019,Equity Capital (Rs Cr),275.0
ULTRACEMCO,Mar 2020,Equity Capital (Rs Cr),289.0
ULTRACEMCO,Mar 2021,Equity Capital (Rs Cr),289.0
ULTRACEMCO,Mar 2022,Equity Capital (Rs Cr),289.0
ULTRACEMCO,Mar 2023,Equity Capital (Rs Cr),289.0
ULTRACEMCO,Mar 2024,Equity Capital (Rs Cr),289.0
ULTRACEMCO,Mar 2025,Equity Capital (Rs Cr),295.0
ULTRACEMCO,Mar 2026,Equity Capital (Rs Cr),295.0
ULTRACEMCO,Mar 2015,Face Value (Rs),10.0
ULTRACEMCO,Mar 2016,Face Value (Rs),10.0
ULTRACEMCO,Mar 2017,Face Value (Rs),10.0
ULTRACEMCO,Mar 2018,Face Value (Rs),10.0
ULTRACEMCO,Mar 2019,Face Value (Rs),10.0
ULTRACEMCO,Mar 2020,Face Value (Rs),10.0
ULTRACEMCO,Mar 2021,Face Value (Rs),10.0
ULTRACEMCO,Mar 2022,Face Value (Rs),10.0
ULTRACEMCO,Mar 2023,Face Value (Rs),10.0
ULTRACEMCO,Mar 2024,Face Value (Rs),10.0
ULTRACEMCO,Mar 2025,Face Value (Rs),10.0
ULTRACEMCO,Mar 2026,Face Value (Rs),10.0
ULTRACEMCO,Mar 2015,Shares Outstanding,274000000.0
ULTRACEMCO,Mar 2016,Shares Outstanding,274000000.0
ULTRACEMCO,Mar 2017,Shares Outstanding,275000000.0
ULTRACEMCO,Mar 2018,Shares Outstanding,275000000.0
ULTRACEMCO,Mar 2019,Shares Outstanding,275000000.0
ULTRACEMCO,Mar 2020,Shares Outstanding,289000000.0
ULTRACEMCO,Mar 2021,Shares Outstanding,289000000.0
ULTRACEMCO,Mar 2022,Shares Outstanding,289000000.0
ULTRACEMCO,Mar 2023,Shares Outstanding,289000000.0
ULTRACEMCO,Mar 2024,Shares Outstanding,289000000.0
ULTRACEMCO,Mar 2025,Shares Outstanding,295000000.0
ULTRACEMCO,Mar 2026,Shares Outstanding,295000000.0
ULTRACEMCO,Mar 2015,Market Cap (Rs Cr),78854.46
ULTRACEMCO,Mar 2016,Market Cap (Rs Cr),88467.75
ULTRACEMCO,Mar 2017,Market Cap (Rs Cr),109580.62
ULTRACEMCO,Mar 2018,Market Cap (Rs Cr),108625.0
ULTRACEMCO,Mar 2019,Market Cap (Rs Cr),107496.12
ULTRACEMCO,Mar 2020,Market Cap (Rs Cr),93776.16
ULTRACEMCO,Mar 2021,Market Cap (Rs Cr),194726.76
ULTRACEMCO,Mar 2022,Market Cap (Rs Cr),190806.47
ULTRACEMCO,Mar 2023,Market Cap (Rs Cr),220280.14
ULTRACEMCO,Mar 2024,Market Cap (Rs Cr),281750.43
ULTRACEMCO,Mar 2025,Market Cap (Rs Cr),339531.72
ULTRACEMCO,Mar 2026,Market Cap (Rs Cr),316977.5
ULTRACEMCO,Mar 2015,P/E ratio,37.63
ULTRACEMCO,Mar 2016,P/E ratio,35.76
ULTRACEMCO,Mar 2017,P/E ratio,40.29
ULTRACEMCO,Mar 2018,P/E ratio,48.81
ULTRACEMCO,Mar 2019,P/E ratio,44.67
ULTRACEMCO,Mar 2020,P/E ratio,16.27
ULTRACEMCO,Mar 2021,P/E ratio,35.6
ULTRACEMCO,Mar 2022,P/E ratio,25.95
ULTRACEMCO,Mar 2023,P/E ratio,43.45
ULTRACEMCO,Mar 2024,P/E ratio,40.18
ULTRACEMCO,Mar 2025,P/E ratio,56.16
ULTRACEMCO,Mar 2026,P/E ratio,38.78
UNIONBANK,Mar 2015,Stock Price (Rs),156.5
UNIONBANK,Mar 2016,Stock Price (Rs),130.8
UNIONBANK,Mar 2017,Stock Price (Rs),155.9
UNIONBANK,Mar 2018,Stock Price (Rs),94.0
UNIONBANK,Mar 2019,Stock Price (Rs),96.95
UNIONBANK,Mar 2020,Stock Price (Rs),28.7
UNIONBANK,Mar 2021,Stock Price (Rs),34.05
UNIONBANK,Mar 2022,Stock Price (Rs),38.7
UNIONBANK,Mar 2023,Stock Price (Rs),66.55
UNIONBANK,Mar 2024,Stock Price (Rs),153.5
UNIONBANK,Mar 2025,Stock Price (Rs),126.18
UNIONBANK,Mar 2026,Stock Price (Rs),164.2
UNIONBANK,Mar 2015,EPS in Rs,27.69
UNIONBANK,Mar 2016,EPS in Rs,19.73
UNIONBANK,Mar 2017,EPS in Rs,8.33
UNIONBANK,Mar 2018,EPS in Rs,-44.61
UNIONBANK,Mar 2019,EPS in Rs,-16.58
UNIONBANK,Mar 2020,EPS in Rs,-9.12
UNIONBANK,Mar 2021,EPS in Rs,4.47
UNIONBANK,Mar 2022,EPS in Rs,7.7
UNIONBANK,Mar 2023,EPS in Rs,12.45
UNIONBANK,Mar 2024,EPS in Rs,18.07
UNIONBANK,Mar 2025,EPS in Rs,23.62
UNIONBANK,Mar 2026,EPS in Rs,25.45
UNIONBANK,Mar 2015,Equity Capital (Rs Cr),636.0
UNIONBANK,Mar 2016,Equity Capital (Rs Cr),687.0
UNIONBANK,Mar 2017,Equity Capital (Rs Cr),687.0
UNIONBANK,Mar 2018,Equity Capital (Rs Cr),1169.0
UNIONBANK,Mar 2019,Equity Capital (Rs Cr),1763.0
UNIONBANK,Mar 2020,Equity Capital (Rs Cr),3423.0
UNIONBANK,Mar 2021,Equity Capital (Rs Cr),6407.0
UNIONBANK,Mar 2022,Equity Capital (Rs Cr),6835.0
UNIONBANK,Mar 2023,Equity Capital (Rs Cr),6835.0
UNIONBANK,Mar 2024,Equity Capital (Rs Cr),7634.0
UNIONBANK,Mar 2025,Equity Capital (Rs Cr),7634.0
UNIONBANK,Mar 2026,Equity Capital (Rs Cr),7738.0
UNIONBANK,Mar 2015,Face Value (Rs),10.0
UNIONBANK,Mar 2016,Face Value (Rs),10.0
UNIONBANK,Mar 2017,Face Value (Rs),10.0
UNIONBANK,Mar 2018,Face Value (Rs),10.0
UNIONBANK,Mar 2019,Face Value (Rs),10.0
UNIONBANK,Mar 2020,Face Value (Rs),10.0
UNIONBANK,Mar 2021,Face Value (Rs),10.0
UNIONBANK,Mar 2022,Face Value (Rs),10.0
UNIONBANK,Mar 2023,Face Value (Rs),10.0
UNIONBANK,Mar 2024,Face Value (Rs),10.0
UNIONBANK,Mar 2025,Face Value (Rs),10.0
UNIONBANK,Mar 2026,Face Value (Rs),10.0
UNIONBANK,Mar 2015,Shares Outstanding,636000000.0
UNIONBANK,Mar 2016,Shares Outstanding,687000000.0
UNIONBANK,Mar 2017,Shares Outstanding,687000000.0
UNIONBANK,Mar 2018,Shares Outstanding,1169000000.0
UNIONBANK,Mar 2019,Shares Outstanding,1763000000.0
UNIONBANK,Mar 2020,Shares Outstanding,3423000000.0
UNIONBANK,Mar 2021,Shares Outstanding,6407000000.0
UNIONBANK,Mar 2022,Shares Outstanding,6835000000.0
UNIONBANK,Mar 2023,Shares Outstanding,6835000000.0
UNIONBANK,Mar 2024,Shares Outstanding,7634000000.0
UNIONBANK,Mar 2025,Shares Outstanding,7634000000.0
UNIONBANK,Mar 2026,Shares Outstanding,7738000000.0
UNIONBANK,Mar 2015,Market Cap (Rs Cr),9953.4
UNIONBANK,Mar 2016,Market Cap (Rs Cr),8985.96
UNIONBANK,Mar 2017,Market Cap (Rs Cr),10710.33
UNIONBANK,Mar 2018,Market Cap (Rs Cr),10988.6
UNIONBANK,Mar 2019,Market Cap (Rs Cr),17092.28
UNIONBANK,Mar 2020,Market Cap (Rs Cr),9824.01
UNIONBANK,Mar 2021,Market Cap (Rs Cr),21815.83
UNIONBANK,Mar 2022,Market Cap (Rs Cr),26451.45
UNIONBANK,Mar 2023,Market Cap (Rs Cr),45486.93
UNIONBANK,Mar 2024,Market Cap (Rs Cr),117181.9
UNIONBANK,Mar 2025,Market Cap (Rs Cr),96325.81
UNIONBANK,Mar 2026,Market Cap (Rs Cr),127057.96
UNIONBANK,Mar 2015,P/E ratio,5.65
UNIONBANK,Mar 2016,P/E ratio,6.63
UNIONBANK,Mar 2017,P/E ratio,18.72
UNIONBANK,Mar 2018,P/E ratio,-2.11
UNIONBANK,Mar 2019,P/E ratio,-5.85
UNIONBANK,Mar 2020,P/E ratio,-3.15
UNIONBANK,Mar 2021,P/E ratio,7.62
UNIONBANK,Mar 2022,P/E ratio,5.03
UNIONBANK,Mar 2023,P/E ratio,5.35
UNIONBANK,Mar 2024,P/E ratio,8.49
UNIONBANK,Mar 2025,P/E ratio,5.34
UNIONBANK,Mar 2026,P/E ratio,6.45
UBL,Mar 2015,Stock Price (Rs),1000.3
UBL,Mar 2016,Stock Price (Rs),827.35
UBL,Mar 2017,Stock Price (Rs),770.8
UBL,Mar 2018,Stock Price (Rs),947.85
UBL,Mar 2019,Stock Price (Rs),1374.9
UBL,Mar 2020,Stock Price (Rs),918.85
UBL,Mar 2021,Stock Price (Rs),1241.45
UBL,Mar 2022,Stock Price (Rs),1489.55
UBL,Mar 2023,Stock Price (Rs),1424.45
UBL,Mar 2024,Stock Price (Rs),1735.95
UBL,Mar 2025,Stock Price (Rs),1999.25
UBL,Mar 2026,Stock Price (Rs),1540.0
UBL,Mar 2015,EPS in Rs,9.83
UBL,Mar 2016,EPS in Rs,11.28
UBL,Mar 2017,EPS in Rs,8.68
UBL,Mar 2018,EPS in Rs,14.91
UBL,Mar 2019,EPS in Rs,21.29
UBL,Mar 2020,EPS in Rs,16.18
UBL,Mar 2021,EPS in Rs,4.28
UBL,Mar 2022,EPS in Rs,13.82
UBL,Mar 2023,EPS in Rs,11.5
UBL,Mar 2024,EPS in Rs,15.51
UBL,Mar 2025,EPS in Rs,16.71
UBL,Mar 2026,EPS in Rs,15.63
UBL,Mar 2015,Equity Capital (Rs Cr),26.0
UBL,Mar 2016,Equity Capital (Rs Cr),26.0
UBL,Mar 2017,Equity Capital (Rs Cr),26.0
UBL,Mar 2018,Equity Capital (Rs Cr),26.0
UBL,Mar 2019,Equity Capital (Rs Cr),26.0
UBL,Mar 2020,Equity Capital (Rs Cr),26.0
UBL,Mar 2021,Equity Capital (Rs Cr),26.0
UBL,Mar 2022,Equity Capital (Rs Cr),26.0
UBL,Mar 2023,Equity Capital (Rs Cr),26.0
UBL,Mar 2024,Equity Capital (Rs Cr),26.0
UBL,Mar 2025,Equity Capital (Rs Cr),26.0
UBL,Mar 2026,Equity Capital (Rs Cr),26.0
UBL,Mar 2015,Face Value (Rs),1.0
UBL,Mar 2016,Face Value (Rs),1.0
UBL,Mar 2017,Face Value (Rs),1.0
UBL,Mar 2018,Face Value (Rs),1.0
UBL,Mar 2019,Face Value (Rs),1.0
UBL,Mar 2020,Face Value (Rs),1.0
UBL,Mar 2021,Face Value (Rs),1.0
UBL,Mar 2022,Face Value (Rs),1.0
UBL,Mar 2023,Face Value (Rs),1.0
UBL,Mar 2024,Face Value (Rs),1.0
UBL,Mar 2025,Face Value (Rs),1.0
UBL,Mar 2026,Face Value (Rs),1.0
