metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),,,,251.18,198.62,133.18,187.15,147.1,237.88,871.8,1407.9,1193.1,1423.0
EPS in Rs,,,,14.58,18.17,24.02,23.13,21.44,11.58,29.77,31.45,27.24,
Equity Capital (Rs Cr),,,,136.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,
Face Value (Rs),5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
Shares Outstanding,,,,272000000.0,264000000.0,264000000.0,264000000.0,264000000.0,264000000.0,264000000.0,264000000.0,264000000.0,
Market Cap (Rs Cr),,,,6832.1,5243.57,3515.95,4940.76,3883.44,6280.03,23015.52,37168.56,31497.84,37436.0
P/E ratio,,,,17.23,10.93,5.54,8.09,6.86,20.54,29.28,44.77,43.8,52.2
