metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Live
Stock Price (Rs),11.89,26.22,22.71,63.73,56.17,18.98,155.05,469.21,321.88,347.35,511.65,319.3,463.0
EPS in Rs,0.39,0.39,0.48,1.64,3.11,2.53,6.47,7.91,9.61,10.25,10.59,10.74,
Equity Capital (Rs Cr),17.0,17.0,17.0,17.0,17.0,17.0,17.0,19.0,19.0,19.0,19.0,19.0,
Face Value (Rs),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
Shares Outstanding,170000000.0,170000000.0,170000000.0,170000000.0,170000000.0,170000000.0,170000000.0,190000000.0,190000000.0,190000000.0,190000000.0,190000000.0,
Market Cap (Rs Cr),202.13,445.74,386.07,1083.41,954.89,322.66,2635.85,8914.99,6115.72,6599.65,9721.35,6066.7,8936.0
P/E ratio,30.49,67.23,47.31,38.86,18.06,7.5,23.96,59.32,33.49,33.89,48.31,29.73,41.9
