metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Stock Price (Rs),,,,,,,,303.15,403.85,1847.18,1912.2,3035.4
EPS in Rs,,,,,11.01,11.35,8.11,15.2,20.19,26.88,36.08,47.66
Equity Capital (Rs Cr),,,,,13.0,14.0,14.0,21.0,21.0,21.0,42.0,42.0
Face Value (Rs),5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Shares Outstanding,,,,,26000000.0,28000000.0,28000000.0,42000000.0,42000000.0,42000000.0,84000000.0,84000000.0
Market Cap (Rs Cr),,,,,,,,1273.23,1696.17,7758.16,16062.48,25497.36
P/E ratio,,,,,,,,19.94,20.0,68.72,53.0,63.69
